Context,Question,Answer,Category
"Blair indicated that Britain would present a set of fresh proposals, so long as there was a point in doing so. ""Obviously we have anticipated doing that and said to people that we will, but there's got to be a basis for agreement otherwise there's no point in putting forward proposals.""",What must happen for Britain's indication?,"anticipated, said",0
"A major focus of International Women's Day is the plight of Afghan women. Special events are being organized by the European Commission and individual nations in Europe, North America, and other parts of the world.",What will happen in the future?,"Day, events",0
"Gujral said the alliance government would follow an independent foreign policy and added he would also try and improve relations between India and its other neighbours. The new United Front leader, who has served as India's foreign minister under three governments and who is expected to be named prime minister later Sunday, promised normal ties with arch-rival Pakistan.",What happened after Gujral promised normal ties with Pakistan?,,0
"The opening of two new malls in the latter half of the year would boost their company's total leasable space by 20 percent, he added. ","If the two new malls opened, what would happen after that?",boost,0
"Ballesteros police chief Joel Cumlad said a composite team from the police, fire department and navy has been searching the sea and shore for the plane, but authorities have yet to recover any aircraft debris that would confirm the crash. Search and rescue operations are ongoing in the area with vessels and airplanes dispatched early Friday morning for the operations, officials said.",What started after police chief Joel Cumlad spoke?,,0
"Thomas and Nuggets coach George Karl had an argument during a summer league meeting. Before the fight, Anthony had a remarkable game, demoralizing the Knicks with easy drives to the basket.",What will take place after the meeting?,,0
"Food chains from farm fields to table are polluted from time to time and environmental pollution has a bad impact on food sources, "" according to the plan. His call follows a scandal this month in which red-yolk salted duck eggs were found containing the carcinogenic industrial dye, Sudan-IV, raising nationwide concern over food safety.",What happened before the eggs were found with Sudan-IV?,,0
"They also worry that if the government applies asset-forfeiture laws broadly, the best defense lawyers will be unwilling to take criminal cases unless they are assured of being paid. ",What will happen in the future?,"applies, be, take, assured, paid, being",0
"A university degree is no longer a passport to a steady job in Tibet, the last Chinese locality to axe guaranteed jobs for college graduates. Despite the impact on the students, experts say the move will ultimately improve personnel training in Tibet and adapt it to the needs of the local job market.",What event has already finished?,"axe, say",0
"The divested Courtaulds textile operations had operating profit of #50 million on #980 million in revenue in the year ended March 31. Some analysts have said Courtaulds' moves could boost the company's value by 5% to 10%, because the two entities separately will carry a higher price earnings multiple than they did combined.",What event has already happened?,"divested, had, profit, revenue, ended, said, moves, did",0
"Ultimately, U.S. officials approved and delivered six visas, for the four family members, a pediatrician and Elian's teacher from his year in kindergarten. ",What will happen in the future?,,0
"In an interview, W. Brent LeGere, chairman and chief executive officer, said he expects revenue in the latest quarter to total about $28 million. The earnings-per-share figures reflect a 25% stock dividend in June 1989.",What happened during the interview?,said,0
"Bulgarian lawmakers on Tuesday approved the new constitutional amendments needed to raise accountability in the judiciary ahead of European Union membership on Jan. 1 next year. The state-owned BTA reported that in a vote at the National Assembly, the parliament, 203 of 240 deputies backed amendments to end blanket immunity held by judges, prosecutors and investigators and to set up a special parliament-elected inspectorate to monitor the judiciary.",What did *not* happen before lawmakers approved the amendments?,,0
